,OrderNumber,OrderDate,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost,ProductIndex,Category,CustomerIndex,CustomerNames,Emails,HeadOfficeIndex,RegionIndex,City,Country
6423,SO - 0006524,42553,Wholesale,USD,GUT930,36,11,1072.0,11792.0,696.8,14,musical instruments,84,The Ltd,gporter3l@nba.com,27,36,Kraków,Poland
6424,SO - 0006525,42554,Wholesale,USD,NXH382,59,7,187.6,1313.2,142.576,11,toy & kids products,1,Geiss Company,lharrison3v@eepurl.com,6,59,Bremen,Germany
6425,SO - 0006526,42554,Wholesale,USD,AXW291,17,5,1782.2,8911.0,1283.184,8,car & motorbike,76,NARS Group,bhamilton70@multiply.com,27,17,München (Munich),Germany
6426,SO - 0006527,42554,Export,USD,AXW291,10,6,924.6,5547.6,545.514,6,grocery & gourmet foods,18,Omba Group,fbryant5n@alibaba.com,36,10,MINSK,Belarus
6427,SO - 0006528,42554,Export,USD,FLR025,62,6,3986.5,23919.0,2511.495,13,beauty make-up,76,NARS Group,bhamilton70@multiply.com,27,62,Duisburg,Germany
6428,SO - 0006529,42554,Distributor,USD,FLR025,63,11,991.6,10907.6,644.54,9,health & personal care,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,63,Hannover,Germany
6429,SO - 0006530,42554,Export,USD,NXH382,47,8,2244.5,17956.0,1728.265,3,electronics,2,Jaxbean Group,jwilliamsonpk@eventbrite.com,42,47,Glasgow,UK
6430,SO - 0006531,42554,Wholesale,USD,AXW291,14,7,1172.5,8207.5,621.425,7,men's & women's clothing,35,Aromaticos Company,jprice67@issuu.com,34,14,Kharkov,Ukraine
6431,SO - 0006532,42554,Export,USD,NXH382,52,10,1782.2,17822.0,1301.006,3,electronics,152,Eayo Company,jcastillo1w@independent.co.uk,33,52,Stuttgart,Germany
6432,SO - 0006533,42554,Distributor,USD,GUT930,33,11,6378.4,70162.4,4783.8,10,accessories,106,Organon Corp,cwillis1c@theatlantic.com,15,33,ATHINAI (Athens),Greece
6433,SO - 0006534,42554,Distributor,USD,AXW291,1,9,5152.3,46370.7,3709.656,15,pet supplies,151,Snaptags Ltd,jsullivangr@sun.com,57,1,LONDON,UK
6434,SO - 0006535,42554,Wholesale,USD,NXH382,50,10,1286.4,12864.0,514.56,11,toy & kids products,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,50,Rotterdam,Netherlands
6435,SO - 0006536,42555,Wholesale,USD,AXW291,2,10,1085.4,10854.0,662.094,2,books,167,Nlounge Ltd,fromero4g@behance.net,62,2,BERLIN,Germany
6436,SO - 0006537,42555,Distributor,USD,AXW291,22,7,1105.5,7738.5,928.62,10,accessories,98,Natures Group,dbishopcy@nasa.gov,7,22,Napoli (Naples),Italy
6437,SO - 0006538,42555,Wholesale,USD,AXW291,2,8,1098.8,8790.4,450.508,4,furniture,106,Organon Corp,cwillis1c@theatlantic.com,15,2,BERLIN,Germany
6438,SO - 0006539,42555,Wholesale,USD,AXW291,16,12,730.3,8763.6,481.998,8,car & motorbike,139,Zoomzone Corp,kwheeler2h@army.mil,63,16,Milano (Milan),Italy
6439,SO - 0006540,42555,Wholesale,USD,AXW291,10,10,1058.6,10586.0,624.574,4,furniture,79,Blogspan Ltd,ghuntf5@gravatar.com,6,10,MINSK,Belarus
6440,SO - 0006541,42555,Wholesale,USD,GUT930,38,8,1078.7,8629.6,658.007,7,men's & women's clothing,44,Fivechat Company,jrose1k@163.com,10,38,AMSTERDAM,Netherlands
6441,SO - 0006542,42555,Wholesale,USD,NXH382,56,11,1882.7,20709.7,1487.333,3,electronics,39,Kazu Corp,jwoodo@mit.edu,45,56,LISBOA (Lisbon),Portugal
6442,SO - 0006543,42556,Distributor,USD,GUT930,37,8,757.1,6056.8,499.686,10,accessories,18,Omba Group,fbryant5n@alibaba.com,36,37,Valencia,Spain
6443,SO - 0006544,42556,Distributor,USD,AXW291,15,11,5159.0,56749.0,2785.86,15,pet supplies,52,Avamba Company,abradleyag@patch.com,46,15,Barcelona,Spain
6444,SO - 0006545,42556,Export,USD,GUT930,33,7,3939.6,27577.2,2087.988,4,furniture,121,Tambee Company,hturnerw@answers.com,47,33,ATHINAI (Athens),Greece
6445,SO - 0006546,42556,Wholesale,USD,NXH382,53,9,2438.8,21949.2,975.52,3,electronics,44,Fivechat Company,jrose1k@163.com,10,53,VILNIUS,Lithuania
6446,SO - 0006547,42556,Distributor,USD,GUT930,44,11,1051.9,11570.9,557.507,13,beauty make-up,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,44,Genova,Italy
6447,SO - 0006548,42556,Distributor,USD,AXW291,13,8,180.9,1447.2,148.338,4,furniture,74,Dazzlesphe Corp,mpalmera6@census.gov,50,13,WIEN (Vienna),Austria
6448,SO - 0006549,42556,Wholesale,USD,NXH382,58,5,5762.0,28810.0,3514.82,2,books,154,GOOD Ltd,dhanson5@com.com,60,58,Málaga,Spain
6449,SO - 0006550,42556,Wholesale,USD,FLR025,65,5,2365.1,11825.5,1702.872,10,accessories,41,Pixoboo Corp,gpalmer43@hexun.com,25,65,OSLO,Norway
6450,SO - 0006551,42556,Export,USD,AXW291,27,9,1105.5,9949.5,884.4,3,electronics,160,Browsebug Company,jmedina4n@tumblr.com,16,27,ZAGREB,Croatia
6451,SO - 0006552,42556,Wholesale,USD,AXW291,25,9,6123.8,55114.2,3306.852,2,books,148,Jabbercube Corp,dkennedyaj@intel.com,8,25,Köln (Cologne),Germany
6452,SO - 0006553,42556,Distributor,USD,AXW291,23,9,998.3,8984.7,469.201,15,pet supplies,103,Skajo Ltd,vwatkins8z@unblog.fr,36,23,Birmingham,UK
6453,SO - 0006554,42556,Wholesale,USD,NXH382,53,5,2224.4,11122.0,1267.908,13,beauty make-up,74,Dazzlesphe Corp,mpalmera6@census.gov,50,53,VILNIUS,Lithuania
6454,SO - 0006555,42556,Distributor,USD,GUT930,38,11,3939.6,43335.6,3269.868,8,car & motorbike,114,Terumo Corp,pmartinez3e@fc2.com,37,38,AMSTERDAM,Netherlands
6455,SO - 0006556,42557,Export,USD,AXW291,15,11,871.0,9581.0,418.08,7,men's & women's clothing,172,BB17 Company,jblackn@spiegel.de,18,15,Barcelona,Spain
6456,SO - 0006557,42557,Distributor,USD,AXW291,6,8,817.4,6539.2,514.962,7,men's & women's clothing,64,Fatz Group,fedwards4w@latimes.com,31,6,PARIS,France
6457,SO - 0006558,42557,Distributor,USD,FLR025,63,5,1132.3,5661.5,781.287,9,health & personal care,129,Sanum-Kehl Group,pwells2x@zimbio.com,50,63,Hannover,Germany
6458,SO - 0006559,42557,Wholesale,USD,AXW291,15,8,1118.9,8951.2,615.395,2,books,1,Geiss Company,lharrison3v@eepurl.com,6,15,Barcelona,Spain
6459,SO - 0006560,42557,Wholesale,USD,AXW291,22,10,911.2,9112.0,637.84,8,car & motorbike,44,Fivechat Company,jrose1k@163.com,10,22,Napoli (Naples),Italy
6460,SO - 0006561,42557,Distributor,USD,NXH382,59,12,1005.0,12060.0,613.05,7,men's & women's clothing,141,Skinder Group,slawsonci@meetup.com,46,59,Bremen,Germany
6461,SO - 0006562,42557,Wholesale,USD,AXW291,29,6,3845.8,23074.8,2961.266,1,home appliances,170,SEINDNI Corp,jwilliamson1o@unblog.fr,58,29,Lódz,Poland
6462,SO - 0006563,42558,Wholesale,USD,AXW291,19,8,2572.8,20582.4,1054.848,12,garden & outdoor,163,Zava Group,emyers4p@princeton.edu,25,19,SOFIA,Bulgaria
6463,SO - 0006564,42558,Wholesale,USD,NXH382,48,7,2626.4,18384.8,1339.464,9,health & personal care,151,Snaptags Ltd,jsullivangr@sun.com,57,48,Zaragoza,Spain
6464,SO - 0006565,42558,Distributor,USD,AXW291,16,5,3926.2,19631.0,3140.96,7,men's & women's clothing,9,Walgreen Corp,aparker1l@pcworld.com,10,16,Milano (Milan),Italy
6465,SO - 0006566,42558,Wholesale,USD,AXW291,8,5,194.3,971.5,102.979,6,grocery & gourmet foods,40,Twinte Group,ebellpi@yandex.ru,59,8,BUDAPEST,Hungary
6466,SO - 0006567,42558,Distributor,USD,AXW291,25,12,1145.7,13748.4,756.162,12,garden & outdoor,72,Wordware Company,tlopezn@bandcamp.com,15,25,Köln (Cologne),Germany
6467,SO - 0006568,42558,Wholesale,USD,AXW291,23,9,234.5,2110.5,194.635,15,pet supplies,163,Zava Group,emyers4p@princeton.edu,25,23,Birmingham,UK
6468,SO - 0006569,42558,Export,USD,NXH382,55,9,884.4,7959.6,353.76,11,toy & kids products,103,Skajo Ltd,vwatkins8z@unblog.fr,36,55,Düsseldorf,Germany
6469,SO - 0006570,42558,Wholesale,USD,AXW291,12,11,1132.3,12455.3,713.349,15,pet supplies,113,Talane Group,ajacobs49@ow.ly,64,12,BEOGRAD (Belgrade),Serbia
6470,SO - 0006571,42558,Distributor,USD,NXH382,60,11,3973.1,43704.1,2423.591,8,car & motorbike,61,Eidel Corp,jrogersda@dion.ne.jp,5,60,Sheffield,UK
6471,SO - 0006572,42558,Export,USD,NXH382,57,8,971.5,7772.0,757.77,11,toy & kids products,139,Zoomzone Corp,kwheeler2h@army.mil,63,57,HELSINKI,Finland
6472,SO - 0006573,42558,Wholesale,USD,AXW291,18,7,2432.1,17024.7,2067.285,14,musical instruments,39,Kazu Corp,jwoodo@mit.edu,45,18,PRAHA (Prague),Czech Republic
6473,SO - 0006574,42559,Wholesale,USD,AXW291,11,7,3477.3,24341.1,1390.92,4,furniture,58,Ozu Ltd,rburns9i@usda.gov,14,11,WARSZAWA (Warsaw),Poland
6474,SO - 0006575,42559,Wholesale,USD,AXW291,22,8,2680.0,21440.0,2251.2,3,electronics,127,Topco Company,phenry4a@samsung.com,4,22,Napoli (Naples),Italy
6475,SO - 0006576,42559,Wholesale,USD,GUT930,43,5,5239.4,26197.0,3615.186,9,health & personal care,100,Aibox Company,smorrisba@craigslist.org,6,43,KISHINEV,Moldova
6476,SO - 0006577,42559,Wholesale,USD,FLR025,65,9,6478.9,58310.1,5183.12,13,beauty make-up,68,True Ltd,bcollins1t@prweb.com,4,65,OSLO,Norway
6477,SO - 0006578,42559,Wholesale,USD,AXW291,4,10,1072.0,10720.0,761.12,11,toy & kids products,102,Linkbuzz Ltd,bsimsla@icio.us,64,4,ROMA,Italy
6478,SO - 0006579,42559,Export,USD,NXH382,54,11,2278.0,25058.0,1047.88,10,accessories,172,BB17 Company,jblackn@spiegel.de,18,54,Poznan,Poland
6479,SO - 0006580,42559,Distributor,USD,AXW291,4,8,2881.0,23048.0,2189.56,3,electronics,4,Eire Corp,rgreene16@deviantart.com,64,4,ROMA,Italy
6480,SO - 0006581,42559,Wholesale,USD,GUT930,32,8,917.9,7343.2,670.067,13,beauty make-up,110,Holston Company,chamilton3z@geocities.jp,34,32,Lvov,Ukraine
6481,SO - 0006582,42559,Export,USD,GUT930,42,12,1822.4,21868.8,1093.44,6,grocery & gourmet foods,57,Camido Company,alopez2b@vistaprint.com,54,42,Palermo,Italy
6482,SO - 0006583,42560,Wholesale,USD,FLR025,66,9,1835.8,16522.2,771.036,13,beauty make-up,113,Talane Group,ajacobs49@ow.ly,64,66,KOBENHAVN (Copenhagen),Denmark
6483,SO - 0006584,42560,Distributor,USD,FLR025,61,11,2787.2,30659.2,1839.552,6,grocery & gourmet foods,107,NCS Group,nandersonqk@blogspot.com,26,61,SARAJEVO,Bosnia
6484,SO - 0006585,42560,Wholesale,USD,NXH382,53,12,2606.3,31275.6,2215.355,9,health & personal care,65,CARDINAL Group,emarshall1o@multiply.com,8,53,VILNIUS,Lithuania
6485,SO - 0006586,42560,Distributor,USD,AXW291,13,7,1025.1,7175.7,420.291,15,pet supplies,144,Wordpedia Ltd,kmurray1y@go.com,12,13,WIEN (Vienna),Austria
6486,SO - 0006587,42560,Distributor,USD,AXW291,9,12,194.3,2331.6,110.751,14,musical instruments,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,9,Hamburg,Germany
6487,SO - 0006588,42560,Distributor,USD,AXW291,25,10,5614.6,56146.0,3761.782,10,accessories,145,Janyx Group,earnold59@epa.gov,11,25,Köln (Cologne),Germany
6488,SO - 0006589,42560,Wholesale,USD,AXW291,9,8,3028.4,24227.2,1423.348,3,electronics,167,Nlounge Ltd,fromero4g@behance.net,62,9,Hamburg,Germany
6489,SO - 0006590,42560,Wholesale,USD,AXW291,24,5,194.3,971.5,81.606,15,pet supplies,109,WOCKHARDT Group,mcarter8x@feedburner.com,19,24,Odessa,Ukraine
6490,SO - 0006591,42560,Distributor,USD,AXW291,23,12,2345.0,28140.0,1031.8,4,furniture,75,Cogilith Group,bnelson17@parallels.com,50,23,Birmingham,UK
6491,SO - 0006592,42560,Wholesale,USD,NXH382,53,5,1922.9,9614.5,1211.427,8,car & motorbike,135,Kaymbo Company,alittle8i@un.org,60,53,VILNIUS,Lithuania
6492,SO - 0006593,42561,Wholesale,USD,NXH382,58,6,214.4,1286.4,145.792,8,car & motorbike,155,Zoomdog Corp,gsmith1x@youku.com,25,58,Málaga,Spain
6493,SO - 0006594,42561,Distributor,USD,AXW291,19,12,3845.8,46149.6,2076.732,5,sports & fitness,136,Bath Group,cparker3z@state.tx.us,58,19,SOFIA,Bulgaria
6494,SO - 0006595,42561,Wholesale,USD,AXW291,18,10,1045.2,10452.0,648.024,2,books,65,CARDINAL Group,emarshall1o@multiply.com,8,18,PRAHA (Prague),Czech Republic
6495,SO - 0006596,42561,Wholesale,USD,AXW291,9,6,2445.5,14673.0,1980.855,3,electronics,173,H Ltd,pgonzales7y@youku.com,12,9,Hamburg,Germany
6496,SO - 0006597,42561,Export,USD,NXH382,53,5,1922.9,9614.5,1538.32,14,musical instruments,62,Topiczoom Corp,tgordondk@diigo.com,53,53,VILNIUS,Lithuania
6497,SO - 0006598,42561,Wholesale,USD,AXW291,1,11,871.0,9581.0,540.02,2,books,48,Rochester Group,ksmith4t@blinklist.com,24,1,LONDON,UK
6498,SO - 0006599,42561,Distributor,USD,NXH382,56,11,1916.2,21078.2,1207.206,2,books,71,Remedy Ltd,gray5n@bravesites.com,38,56,LISBOA (Lisbon),Portugal
6499,SO - 0006600,42561,Wholesale,USD,AXW291,24,10,3926.2,39262.0,2591.292,4,furniture,93,Meejo Corp,jreed7i@epa.gov,29,24,Odessa,Ukraine
6500,SO - 0006601,42561,Wholesale,USD,GUT930,32,8,3966.4,31731.2,3133.456,13,beauty make-up,1,Geiss Company,lharrison3v@eepurl.com,6,32,Lvov,Ukraine
6501,SO - 0006602,42561,Wholesale,USD,AXW291,9,8,1855.9,14847.2,1410.484,12,garden & outdoor,132,CLINIQUE Ltd,jthompson1e@nba.com,65,9,Hamburg,Germany
6502,SO - 0006603,42562,Distributor,USD,AXW291,27,12,3664.9,43978.8,1795.801,9,health & personal care,163,Zava Group,emyers4p@princeton.edu,25,27,ZAGREB,Croatia
6503,SO - 0006604,42562,Wholesale,USD,AXW291,21,12,1943.0,23316.0,1632.12,1,home appliances,53,Kare Corp,pfreeman2d@edublogs.org,50,21,Donetsk,Ukraine
6504,SO - 0006605,42562,Distributor,USD,FLR025,66,6,2706.8,16240.8,1786.488,14,musical instruments,163,Zava Group,emyers4p@princeton.edu,25,66,KOBENHAVN (Copenhagen),Denmark
6505,SO - 0006606,42562,Wholesale,USD,GUT930,41,8,1715.2,13721.6,823.296,13,beauty make-up,82,Accudial Company,ngarza2s@illinois.edu,2,41,Sevilla,Spain
6506,SO - 0006607,42562,Wholesale,USD,FLR025,66,10,1795.6,17956.0,1113.272,3,electronics,89,Internatio Company,bbutler13@addtoany.com,28,66,KOBENHAVN (Copenhagen),Denmark
6507,SO - 0006608,42562,Distributor,USD,GUT930,44,7,1286.4,9004.8,1003.392,14,musical instruments,110,Holston Company,chamilton3z@geocities.jp,34,44,Genova,Italy
6508,SO - 0006609,42562,Distributor,USD,FLR025,64,7,2566.1,17962.7,1103.423,10,accessories,173,H Ltd,pgonzales7y@youku.com,12,64,Mykolaiv,Ukraine
6509,SO - 0006610,42563,Wholesale,USD,AXW291,4,10,1105.5,11055.0,795.96,4,furniture,81,General Company,mjones2v@omniture.com,48,4,ROMA,Italy
6510,SO - 0006611,42563,Export,USD,FLR025,63,7,201.0,1407.0,98.49,15,pet supplies,55,American Corp,ecollinsd1@seesaa.net,52,63,Hannover,Germany
6511,SO - 0006612,42563,Wholesale,USD,AXW291,10,5,3946.3,19731.5,1933.687,1,home appliances,15,Centizu Company,sgarcia9k@myspace.com,23,10,MINSK,Belarus
6512,SO - 0006613,42563,Distributor,USD,GUT930,41,5,1025.1,5125.5,645.813,6,grocery & gourmet foods,43,Pacific Ltd,pkennedyt@amazon.co.uk,20,41,Sevilla,Spain
6513,SO - 0006614,42563,Wholesale,USD,FLR025,65,6,1929.6,11577.6,1562.976,4,furniture,9,Walgreen Corp,aparker1l@pcworld.com,10,65,OSLO,Norway
6514,SO - 0006615,42563,Wholesale,USD,NXH382,51,5,5132.2,25661.0,2925.354,8,car & motorbike,128,Cantrell Company,rcunninghamqt@bigcartel.com,35,51,Dortmund,Germany
6515,SO - 0006616,42563,Export,USD,AXW291,12,12,3886.0,46632.0,2720.2,13,beauty make-up,102,Linkbuzz Ltd,bsimsla@icio.us,64,12,BEOGRAD (Belgrade),Serbia
6516,SO - 0006617,42563,Distributor,USD,AXW291,24,12,4013.3,48159.6,2568.512,10,accessories,141,Skinder Group,slawsonci@meetup.com,46,24,Odessa,Ukraine
6517,SO - 0006618,42563,Wholesale,USD,GUT930,35,7,2666.6,18666.2,2079.948,3,electronics,87,Johnson Ltd,rrussell6p@multiply.com,53,35,STOCKHOLM,Sweden
6518,SO - 0006619,42563,Distributor,USD,AXW291,8,7,1996.6,13976.2,1397.62,7,men's & women's clothing,45,State Ltd,mbarnesv@google.nl,35,8,BUDAPEST,Hungary
6519,SO - 0006620,42563,Distributor,USD,GUT930,35,6,1085.4,6512.4,770.634,14,musical instruments,117,ALK-Abello Ltd,jwelch37@bigcartel.com,30,35,STOCKHOLM,Sweden
6520,SO - 0006621,42563,Wholesale,USD,AXW291,28,8,1688.4,13507.2,675.36,1,home appliances,139,Zoomzone Corp,kwheeler2h@army.mil,63,28,Zaporozhye,Ukraine
6521,SO - 0006622,42564,Wholesale,USD,AXW291,19,6,1105.5,6633.0,475.365,3,electronics,173,H Ltd,pgonzales7y@youku.com,12,19,SOFIA,Bulgaria
6522,SO - 0006623,42564,Wholesale,USD,AXW291,14,5,3859.2,19296.0,1929.6,1,home appliances,112,Skiptube Ltd,jmcdonaldbb@disqus.com,35,14,Kharkov,Ukraine
6523,SO - 0006624,42564,Wholesale,USD,AXW291,24,8,1031.8,8254.4,608.762,10,accessories,28,Army Group,aellis34@tiny.cc,46,24,Odessa,Ukraine
6524,SO - 0006625,42564,Distributor,USD,NXH382,55,7,1139.0,7973.0,877.03,9,health & personal care,111,Buzzbean Group,brodriguezmw@google.co.uk,10,55,Düsseldorf,Germany
6525,SO - 0006626,42564,Wholesale,USD,GUT930,35,8,2472.3,19778.4,988.92,1,home appliances,146,Vimbo Company,srice31@exblog.jp,34,35,STOCKHOLM,Sweden
6526,SO - 0006627,42564,Wholesale,USD,AXW291,24,5,1232.8,6164.0,875.288,6,grocery & gourmet foods,52,Avamba Company,abradleyag@patch.com,46,24,Odessa,Ukraine
6527,SO - 0006628,42564,Wholesale,USD,GUT930,37,5,1085.4,5427.0,727.218,5,sports & fitness,158,Linklinks Ltd,kjones2g@walmart.com,15,37,Valencia,Spain
6528,SO - 0006629,42564,Distributor,USD,GUT930,39,5,3953.0,19765.0,1581.2,3,electronics,96,Thoughtmix Ltd,ssanchez5k@netvibes.com,43,39,Leeds,UK
6529,SO - 0006630,42564,Wholesale,USD,GUT930,34,11,3604.6,39650.6,2198.806,11,toy & kids products,158,Linklinks Ltd,kjones2g@walmart.com,15,34,Salonika,Greece
6530,SO - 0006631,42565,Distributor,USD,NXH382,55,12,2666.6,31999.2,1466.63,3,electronics,157,Flipstorm Group,jcarr8@oakley.com,51,55,Düsseldorf,Germany
6531,SO - 0006632,42565,Export,USD,AXW291,8,8,3939.6,31516.8,2954.7,11,toy & kids products,158,Linklinks Ltd,kjones2g@walmart.com,15,8,BUDAPEST,Hungary
6532,SO - 0006633,42565,Export,USD,AXW291,12,10,3966.4,39664.0,2102.192,10,accessories,60,BTA Corp,jpeters2z@wordpress.org,5,12,BEOGRAD (Belgrade),Serbia
6533,SO - 0006634,42565,Wholesale,USD,AXW291,11,5,2653.2,13266.0,1698.048,10,accessories,61,Eidel Corp,jrogersda@dion.ne.jp,5,11,WARSZAWA (Warsaw),Poland
6534,SO - 0006635,42565,Distributor,USD,NXH382,60,6,984.9,5909.4,748.524,11,toy & kids products,55,American Corp,ecollinsd1@seesaa.net,52,60,Sheffield,UK
6535,SO - 0006636,42565,Distributor,USD,AXW291,3,7,241.2,1688.4,178.488,9,health & personal care,112,Skiptube Ltd,jmcdonaldbb@disqus.com,35,3,MADRID,Spain
6536,SO - 0006637,42565,Distributor,USD,AXW291,13,6,2224.4,13346.4,1401.372,11,toy & kids products,73,Deseret Group,grobinson3g@sun.com,31,13,WIEN (Vienna),Austria
6537,SO - 0006638,42565,Export,USD,FLR025,64,7,1031.8,7222.6,680.988,9,health & personal care,96,Thoughtmix Ltd,ssanchez5k@netvibes.com,43,64,Mykolaiv,Ukraine
6538,SO - 0006639,42565,Wholesale,USD,AXW291,13,5,1025.1,5125.5,717.57,2,books,128,Cantrell Company,rcunninghamqt@bigcartel.com,35,13,WIEN (Vienna),Austria
6539,SO - 0006640,42566,Wholesale,USD,AXW291,19,11,3953.0,43483.0,2134.62,12,garden & outdoor,110,Holston Company,chamilton3z@geocities.jp,34,19,SOFIA,Bulgaria
6540,SO - 0006641,42566,Wholesale,USD,AXW291,23,6,2847.5,17085.0,2021.725,2,books,3,Ascend Ltd,wwilliamson1g@about.me,28,23,Birmingham,UK
6541,SO - 0006642,42566,Distributor,USD,AXW291,6,7,2505.8,17540.6,1804.176,11,toy & kids products,53,Kare Corp,pfreeman2d@edublogs.org,50,6,PARIS,France
6542,SO - 0006643,42566,Wholesale,USD,AXW291,17,8,1065.3,8522.4,681.792,10,accessories,5,Blogtags Ltd,rscott2f@printfriendly.com,8,17,München (Munich),Germany
6543,SO - 0006644,42566,Distributor,USD,AXW291,2,7,5507.4,38551.8,2533.404,15,pet supplies,46,Chatterpoi Corp,brice3h@linkedin.com,15,2,BERLIN,Germany
6544,SO - 0006645,42566,Export,USD,GUT930,44,8,958.1,7664.8,411.983,11,toy & kids products,134,Quimm Company,rhenry7y@squarespace.com,45,44,Genova,Italy
6545,SO - 0006646,42567,Wholesale,USD,NXH382,53,11,1849.2,20341.2,906.108,11,toy & kids products,55,American Corp,ecollinsd1@seesaa.net,52,53,VILNIUS,Lithuania
6546,SO - 0006647,42567,Wholesale,USD,AXW291,24,9,6170.7,55536.3,3455.592,9,health & personal care,78,US Ltd,astone14@shareasale.com,50,24,Odessa,Ukraine
6547,SO - 0006648,42567,Wholesale,USD,AXW291,12,7,2700.1,18900.7,1107.041,7,men's & women's clothing,158,Linklinks Ltd,kjones2g@walmart.com,15,12,BEOGRAD (Belgrade),Serbia
6548,SO - 0006649,42567,Distributor,USD,FLR025,61,7,1018.4,7128.8,672.144,11,toy & kids products,75,Cogilith Group,bnelson17@parallels.com,50,61,SARAJEVO,Bosnia
6549,SO - 0006650,42567,Distributor,USD,AXW291,5,9,5306.4,47757.6,3130.776,8,car & motorbike,150,Zooxo Ltd,hmoore3c@privacy.gov.au,43,5,KIEV,Ukraine
6550,SO - 0006651,42567,Wholesale,USD,GUT930,44,11,2626.4,28890.4,2048.592,14,musical instruments,81,General Company,mjones2v@omniture.com,48,44,Genova,Italy
6551,SO - 0006652,42567,Distributor,USD,AXW291,14,8,837.5,6700.0,469.0,8,car & motorbike,29,Voolia Ltd,btaylorv@networksolutions.com,12,14,Kharkov,Ukraine
6552,SO - 0006653,42567,Export,USD,AXW291,24,10,917.9,9179.0,514.024,4,furniture,161,Aveda Group,swilson46@freewebs.com,58,24,Odessa,Ukraine
6553,SO - 0006654,42567,Distributor,USD,GUT930,33,10,2827.4,28274.0,2261.92,12,garden & outdoor,131,Rooxo Company,jgriffine@latimes.com,22,33,ATHINAI (Athens),Greece
6554,SO - 0006655,42568,Wholesale,USD,AXW291,28,8,1145.7,9165.6,618.678,15,pet supplies,164,Divanoodle Ltd,cgarrettkj@ted.com,26,28,Zaporozhye,Ukraine
6555,SO - 0006656,42568,Wholesale,USD,AXW291,4,8,844.2,6753.6,641.592,10,accessories,98,Natures Group,dbishopcy@nasa.gov,7,4,ROMA,Italy
6556,SO - 0006657,42568,Wholesale,USD,GUT930,42,5,3792.2,18961.0,2919.994,4,furniture,101,Feednation Corp,rbennett8q@tinypic.com,29,42,Palermo,Italy
6557,SO - 0006658,42568,Wholesale,USD,AXW291,29,7,1809.0,12663.0,1139.67,4,furniture,97,Twimbo Company,halvarezm@stanford.edu,23,29,Lódz,Poland
6558,SO - 0006659,42568,Distributor,USD,GUT930,44,8,3839.1,30712.8,2648.979,7,men's & women's clothing,86,Voolith Ltd,ddayqi@amazon.co.jp,66,44,Genova,Italy
6559,SO - 0006660,42568,Wholesale,USD,GUT930,34,5,6083.6,30418.0,2980.964,2,books,45,State Ltd,mbarnesv@google.nl,35,34,Salonika,Greece
6560,SO - 0006661,42568,Wholesale,USD,AXW291,1,6,3370.1,20220.6,2257.967,7,men's & women's clothing,115,Dynazzy Company,ahansoni9@acquirethisname.com,61,1,LONDON,UK
6561,SO - 0006662,42569,Distributor,USD,AXW291,24,8,5741.9,45935.2,3272.883,10,accessories,5,Blogtags Ltd,rscott2f@printfriendly.com,8,24,Odessa,Ukraine
6562,SO - 0006663,42569,Distributor,USD,FLR025,64,11,964.8,10612.8,646.416,5,sports & fitness,28,Army Group,aellis34@tiny.cc,46,64,Mykolaiv,Ukraine
6563,SO - 0006664,42569,Wholesale,USD,GUT930,42,6,723.6,4341.6,586.116,2,books,37,Mycone Ltd,jcruz2p@php.net,41,42,Palermo,Italy
6564,SO - 0006665,42569,Wholesale,USD,NXH382,56,6,2974.8,17848.8,1338.66,14,musical instruments,24,Mylan Corp,hmurray2p@loc.gov,66,56,LISBOA (Lisbon),Portugal
6565,SO - 0006666,42569,Wholesale,USD,GUT930,37,8,3886.0,31088.0,2215.02,9,health & personal care,145,Janyx Group,earnold59@epa.gov,11,37,Valencia,Spain
6566,SO - 0006667,42569,Distributor,USD,GUT930,36,10,1996.6,19966.0,1078.164,12,garden & outdoor,51,Yombu Corp,dfox1t@reuters.com,13,36,Kraków,Poland
6567,SO - 0006668,42569,Distributor,USD,GUT930,38,6,207.7,1246.2,87.234,9,health & personal care,81,General Company,mjones2v@omniture.com,48,38,AMSTERDAM,Netherlands
6568,SO - 0006669,42569,Distributor,USD,AXW291,16,9,790.6,7115.4,347.864,5,sports & fitness,122,Brightdog Corp,esimpson44@canalblog.com,33,16,Milano (Milan),Italy
6569,SO - 0006670,42569,Distributor,USD,FLR025,66,5,5366.7,26833.5,2951.685,14,musical instruments,81,General Company,mjones2v@omniture.com,48,66,KOBENHAVN (Copenhagen),Denmark
6570,SO - 0006671,42569,Wholesale,USD,GUT930,40,11,1145.7,12602.7,458.28,6,grocery & gourmet foods,117,ALK-Abello Ltd,jwelch37@bigcartel.com,30,40,Kryvy Rig,Ukraine
6571,SO - 0006672,42569,Wholesale,USD,GUT930,37,5,3939.6,19698.0,2403.156,13,beauty make-up,127,Topco Company,phenry4a@samsung.com,4,37,Valencia,Spain
6572,SO - 0006673,42569,Wholesale,USD,AXW291,3,5,2599.6,12998.0,1637.748,1,home appliances,1,Geiss Company,lharrison3v@eepurl.com,6,3,MADRID,Spain
